Timestamp,Source IP,Destination IP,Protocol,Length,Payload,Time to live,Checksum,udp_source_port,udp_destination_port,udp_length,udp_checksum,udp_stream,eth_source,eth_destination,eth_type
2023-10-12 10:19:06.977221,10.100.90.192,10.100.82.108,UDP,1070,4749463a0a3c21444f43545950452068746d6c3e0a3c68746d6c206c616e673d22656e223e0a20203c68656164203e0a202020203c6c696e6b2072656c3d227072656c6f61642220687265663d2268747470733a2f2f67697068792e636f6d2f7374617469632f776562666f6e74732f496e746572466163655f575f42642e776f666632222063726f73736f726967696e3d22616e6f6e796d6f7573222061733d22666f6e74223e0a202020203c6c696e6b2072656c3d227072656c6f61642220687265663d2268747470733a2f2f67697068792e636f6d2f7374617469632f776562666f6e74732f496e746572466163655f575f52672e776f666632222063726f73736f726967696e3d22616e6f6e796d6f7573222061733d22666f6e74223e0a202020203c6c696e6b2072656c3d227072656c6f61642220687265663d2268747470733a2f2f67697068792e636f6d2f7374617469632f776562666f6e74732f6e6578615f626c61636b2d776562666f6e742e776f666632222063726f73736f726967696e3d22616e6f6e796d6f7573222061733d22666f6e74223e0a202020203c6c696e6b2072656c3d227072656c6f61642220687265663d2268747470733a2f2f67697068792e636f6d2f7374617469632f776562666f6e74732f73732d7374616e646172642e776f666632222063726f73736f726967696e3d22616e6f6e796d6f7573222061733d22666f6e74223e0a2020202020203c6d65746120636861727365743d227574662d3822202f3e0a2020202020203c7469746c653e4749462062792043696e656d6178202d2046696e642026616d703b205368617265206f6e2047495048593c2f7469746c653e0a0a2020202020200a202020202020202020200a20202020202020202020202020203c6c696e6b2072656c3d2263616e6f6e6963616c2220687265663d2268747470733a2f2f67697068792e636f6d2f676966732f63696e656d61782d77535038474a787278504150613665437673222f3e0a202020202020202020200a2020202020200a0a2020202020203c6d65746120687474702d65717569763d22582d55412d436f6d70617469626c652220636f6e74656e743d2249453d656467652c6368726f6d653d31223e0a2020202020203c6d657461206e616d653d22676f6f676c652d736974652d766572696669636174696f6e2220636f6e74656e743d22386d666e6538434c4f6d7973503466556447444a696f574c454762484d4a5934744273787351543265535922202f3e0a2020202020203c6d657461206e616d653d226d7376616c69646174652e30312220636f6e74656e743d22463841374644433344333639453835374143423637433441423845424439413422202f3e0a2020202020203c6d657461206e616d653d22,128,0x651d,51115,5000,1036,0x37b3,8,74:4c:a1:90:dd:d3,54:14:f3:b5:5a:b8,0x0800
2023-10-12 10:19:06.977568,10.100.90.192,10.100.82.108,UDP,1070,4749463a616c65786156657269667949442220636f6e74656e743d22484d79504a494b2d704c4568654d3541435746663678766e41325522202f3e0a2020202020203c6d6574612070726f70657274793d2266623a61646d696e732220636f6e74656e743d2235343832383833353522202f3e0a2020202020203c6d657461206e616d653d22703a646f6d61696e5f7665726966792220636f6e74656e743d223631613961393632643437663130373536613134613434633162343464376338222f3e0a2020202020203c6d657461206e616d653d2276696577706f72742220636f6e74656e743d2277696474683d6465766963652d77696474682c20757365722d7363616c61626c653d312c20696e697469616c2d7363616c653d312e30223e0a0a2020202020200a0a2020202020203c6d657461206e616d653d22726f626f74732220636f6e74656e743d226e6f61692c206e6f696d616765616922202f3e0a0a2020202020200a0a202020202020202020203c6d6574612070726f70657274793d2266623a6170705f69642220636f6e74656e743d22343036363535313839343135303630223e0a202020203c6d6574612070726f70657274793d226f673a736974655f6e616d652220636f6e74656e743d224749504859223e0a202020203c6d6574612070726f70657274793d226f673a75726c2220636f6e74656e743d2268747470733a2f2f6d65646961342e67697068792e636f6d2f6d656469612f76312e59326c6b505463354d4749334e6a4578595739326254453459544278617a6c7763474533656d78344d6a4132624456744f584677655773796454643662325532625864364d535a6c634431324d563970626e526c636d35686246396e61575a66596e6c666157516d593351395a772f77535038474a7872785041506136654376732f67697068792e676966223e0a202020203c6d6574612070726f70657274793d226f673a7469746c652220636f6e74656e743d224749462062792043696e656d6178202d2046696e642026616d703b205368617265206f6e204749504859223e0a202020203c6d6574612070726f70657274793d226f673a6465736372697074696f6e2220636f6e74656e743d2243696e656d61782068617320676f7420796f7520636f766572656420776974682068696768206f6374616e65206f726967696e616c2073657269657320616e6420746f7020626f78206f666669636520686974732e223e0a0a202020200a0a202020200a202020203c6d6574612070726f70657274793d226f673a747970652220636f6e74656e743d22766964656f2e6f74686572223e0a202020203c6d6574612070726f70657274793d226f673a696d6167652220636f6e74656e743d2268747470733a2f2f6d65646961342e6769,128,0x651c,51115,5000,1036,0xb881,8,74:4c:a1:90:dd:d3,54:14:f3:b5:5a:b8,0x0800
2023-10-12 10:19:06.977568,10.100.90.192,10.100.82.108,UDP,1070,4749463a7068792e636f6d2f6d656469612f76312e59326c6b505463354d4749334e6a4578595739326254453459544278617a6c7763474533656d78344d6a4132624456744f584677655773796454643662325532625864364d535a6c634431324d563970626e526c636d35686246396e61575a66596e6c666157516d593351395a772f77535038474a7872785041506136654376732f67697068792e676966223e0a202020203c6d6574612070726f70657274793d226f673a696d6167653a747970652220636f6e74656e743d22696d6167652f676966223e0a202020203c6d6574612070726f70657274793d226f673a696d6167653a77696474682220636f6e74656e743d22343830223e0a202020203c6d6574612070726f70657274793d226f673a696d6167653a6865696768742220636f6e74656e743d22323730223e0a202020200a202020200a202020203c6d6574612070726f70657274793d226f673a766964656f2220636f6e74656e743d2268747470733a2f2f6d65646961342e67697068792e636f6d2f6d656469612f76312e59326c6b505463354d4749334e6a4578595739326254453459544278617a6c7763474533656d78344d6a4132624456744f584677655773796454643662325532625864364d535a6c634431324d563970626e526c636d35686246396e61575a66596e6c666157516d593351395a772f77535038474a7872785041506136654376732f67697068792e6d7034223e0a202020203c6d6574612070726f70657274793d226f673a766964656f3a75726c2220636f6e74656e743d2268747470733a2f2f6d65646961342e67697068792e636f6d2f6d656469612f76312e59326c6b505463354d4749334e6a4578595739326254453459544278617a6c7763474533656d78344d6a4132624456744f584677655773796454643662325532625864364d535a6c634431324d563970626e526c636d35686246396e61575a66596e6c666157516d593351395a772f77535038474a7872785041506136654376732f67697068792e6d7034223e0a202020203c6d6574612070726f70657274793d226f673a766964656f3a7365637572655f75726c2220636f6e74656e743d2268747470733a2f2f6d65646961342e67697068792e636f6d2f6d656469612f76312e59326c6b505463354d4749334e6a4578595739326254453459544278617a6c7763474533656d78344d6a4132624456744f584677655773796454643662325532625864364d535a6c634431324d563970626e526c636d35686246396e61575a66596e6c666157516d593351395a772f77535038474a7872785041506136654376732f67697068792e6d7034223e0a202020203c6d6574612070726f70657274793d226f673a766964656f3a74797065222063,128,0x651b,51115,5000,1036,0xc606,8,74:4c:a1:90:dd:d3,54:14:f3:b5:5a:b8,0x0800
2023-10-12 10:19:06.977916,10.100.90.192,10.100.82.108,UDP,1070,4749463a6f6e74656e743d22766964656f2f6d7034223e0a202020203c6d6574612070726f70657274793d226f673a766964656f3a77696474682220636f6e74656e743d22343830223e0a202020203c6d6574612070726f70657274793d226f673a766964656f3a6865696768742220636f6e74656e743d22323730223e0a202020200a0a202020203c6d657461206e616d653d22747769747465723a6163636f756e745f69642220636f6e74656e743d223130323033383338363422202f3e0a202020203c6d657461206e616d653d22747769747465723a636172642220636f6e74656e743d22706c61796572223e0a202020203c6d657461206e616d653d22747769747465723a7469746c652220636f6e74656e743d224749462062792043696e656d6178202d2046696e642026616d703b205368617265206f6e204749504859223e0a202020203c6d657461206e616d653d22747769747465723a63726561746f722220636f6e74656e743d224043696e656d6178223e0a202020203c6d657461206e616d653d22747769747465723a736974652220636f6e74656e743d22406769706879223e0a202020203c6d657461206e616d653d22747769747465723a6465736372697074696f6e2220636f6e74656e743d2243696e656d61782068617320676f7420796f7520636f766572656420776974682068696768206f6374616e65206f726967696e616c2073657269657320616e6420746f7020626f78206f666669636520686974732e223e0a202020200a202020203c6d657461206e616d653d22747769747465723a696d6167653a7372632220636f6e74656e743d2268747470733a2f2f6d65646961342e67697068792e636f6d2f6d656469612f76312e59326c6b505463354d4749334e6a4578595739326254453459544278617a6c7763474533656d78344d6a4132624456744f584677655773796454643662325532625864364d535a6c634431324d563970626e526c636d35686246396e61575a66596e6c666157516d593351395a772f77535038474a7872785041506136654376732f67697068795f732e676966223e0a202020203c6d657461206e616d653d22747769747465723a696d6167652220636f6e74656e743d2268747470733a2f2f6d65646961342e67697068792e636f6d2f6d656469612f76312e59326c6b505463354d4749334e6a4578595739326254453459544278617a6c7763474533656d78344d6a4132624456744f584677655773796454643662325532625864364d535a6c634431324d563970626e526c636d35686246396e61575a66596e6c666157516d593351395a772f77535038474a7872785041506136654376732f67697068795f732e676966223e0a202020200a202020203c6d657461206e616d653d2274,128,0x651a,51115,5000,1036,0xf020,8,74:4c:a1:90:dd:d3,54:14:f3:b5:5a:b8,0x0800
2023-10-12 10:19:06.977916,10.100.90.192,10.100.82.108,UDP,1070,4749463a7769747465723a646f6d61696e2220636f6e74656e743d2267697068792e636f6d223e0a0a202020200a202020203c6d657461206e616d653d22747769747465723a706c617965722220636f6e74656e743d2268747470733a2f2f67697068792e636f6d2f656d6265642f77535038474a7872785041506136654376732f747769747465722f696672616d65223e0a202020203c6d657461206e616d653d22747769747465723a706c617965723a77696474682220636f6e74656e743d22343335223e0a202020203c6d657461206e616d653d22747769747465723a706c617965723a6865696768742220636f6e74656e743d22323434223e0a202020200a0a202020200a202020203c6d657461206e616d653d22726174696e672220636f6e74656e743d2267656e6572616c223e0a202020203c6d657461206e616d653d22696d6167653a726174696e672220636f6e74656e743d2267223e0a202020200a0a202020203c212d2d202f747769747465722073656f202d2d3e0a0a202020203c6d657461206e616d653d226465736372697074696f6e2220636f6e74656e743d2243696e656d61782068617320676f7420796f7520636f766572656420776974682068696768206f6374616e65206f726967696e616c2073657269657320616e6420746f7020626f78206f666669636520686974732e222f3e0a202020203c6d657461206e616d653d22617574686f722220636f6e74656e743d224749504859222f3e0a202020203c6d657461206e616d653d226b6579776f7264732220636f6e74656e743d22416e696d6174656420474946732c20474946732c204769706879223e0a202020203c6d657461206e616d653d2270696e7465726573742220636f6e74656e743d226e6f686f766572223e0a0a0a2020202020200a2020202020203c6c696e6b2072656c3d22616c7465726e6174652220747970653d226170706c69636174696f6e2f6a736f6e2b6f656d6265642220687265663d2268747470733a2f2f67697068792e636f6d2f73657276696365732f6f656d6265643f75726c3d68747470733a2f2f6d65646961342e67697068792e636f6d2f6d656469612f76312e59326c6b505463354d4749334e6a4578595739326254453459544278617a6c7763474533656d78344d6a4132624456744f584677655773796454643662325532625864364d535a6c634431324d563970626e526c636d35686246396e61575a66596e6c666157516d593351395a772f77535038474a7872785041506136654376732f67697068792e67696622207469746c653d224749462062792043696e656d6178202d2046696e642026616d703b205368617265206f6e204749504859206f456d626564204c6f6f6b757022202f3e0a2020202020200a0a2020,128,0x6519,51115,5000,1036,0xd6d2,8,74:4c:a1:90:dd:d3,54:14:f3:b5:5a:b8,0x0800
2023-10-12 10:19:06.978647,10.100.90.192,10.100.82.108,UDP,1070,4749463a202020200a0a2020202020203c6c696e6b2072656c3d2269636f6e2220747970653d22696d6167652f706e672220687265663d2268747470733a2f2f67697068792e636f6d2f7374617469632f696d672f66617669636f6e2e706e6722202f3e0a2020202020203c6d657461206e616d653d226170706c652d6d6f62696c652d7765622d6170702d7469746c652220636f6e74656e743d224749504859223e0a2020202020203c6c696e6b2072656c3d226170706c652d746f7563682d69636f6e222073697a65733d22313230783132302220687265663d2268747470733a2f2f67697068792e636f6d2f7374617469632f696d672f69636f6e732f6170706c652d746f7563682d69636f6e2d31323070782e706e67222f3e0a2020202020203c6c696e6b2072656c3d226170706c652d746f7563682d69636f6e222073697a65733d22313830783138302220687265663d2268747470733a2f2f67697068792e636f6d2f7374617469632f696d672f69636f6e732f6170706c652d746f7563682d69636f6e2d31383070782e706e6722202f3e0a2020202020203c6c696e6b2072656c3d226170706c652d746f7563682d69636f6e222073697a65733d22313532783135322220687265663d2268747470733a2f2f67697068792e636f6d2f7374617469632f696d672f69636f6e732f6170706c652d746f7563682d69636f6e2d31353270782e706e6722202f3e0a2020202020203c6c696e6b2072656c3d226170706c652d746f7563682d69636f6e222073697a65733d22313637783136372220687265663d2268747470733a2f2f67697068792e636f6d2f7374617469632f696d672f69636f6e732f6170706c652d746f7563682d69636f6e2d31363770782e706e6722202f3e0a0a2020202020203c6c696e6b2072656c3d226170706c652d746f7563682d737461727475702d696d61676522206d656469613d22286465766963652d77696474683a203332307078292220687265663d2268747470733a2f2f67697068792e636f6d2f7374617469632f696d672f69636f6e732f6170706c652d746f7563682d737461727475702d696d6167652d333230783436302e706e67223e0a2020202020203c6c696e6b2072656c3d226170706c652d746f7563682d737461727475702d696d61676522206d656469613d22286465766963652d77696474683a2033323070782920616e6420282d7765626b69742d6465766963652d706978656c2d726174696f3a2032292220687265663d2268747470733a2f2f67697068792e636f6d2f7374617469632f696d672f69636f6e732f6170706c652d746f7563682d737461727475702d696d6167652d363430783932302e706e67223e0a0a2020202020200a3c73637269707420747970653d226170706c,128,0x6518,51115,5000,1036,0xb7d4,8,74:4c:a1:90:dd:d3,54:14:f3:b5:5a:b8,0x0800
2023-10-12 10:19:06.979231,10.100.90.192,10.100.82.108,UDP,1070,4749463a69636174696f6e2f6c642b6a736f6e22206e616d653d2267697068792d736368656d61223e0a2020202020207b0a20202020202020202240636f6e74657874223a2022687474703a2f2f736368656d612e6f7267222c0a2020202020202020224074797065223a202241727469636c65222c0a2020202020202020226d61696e456e746974794f6650616765223a207b0a202020202020202020202020224074797065223a202257656250616765222c0a20202020202020202020202022406964223a202268747470733a2f2f67697068792e636f6d2f676966732f63696e656d61782d77535038474a787278504150613665437673220a20202020202020207d2c0a202020202020202022686561646c696e65223a20224749462062792043696e656d6178222c0a202020202020202022696d616765223a207b0a202020202020202020202020224074797065223a2022496d6167654f626a656374222c0a2020202020202020202020202275726c223a202268747470733a2f2f6d65646961342e67697068792e636f6d2f6d656469612f76312e59326c6b505463354d4749334e6a4578595739326254453459544278617a6c7763474533656d78344d6a4132624456744f584677655773796454643662325532625864364d535a6c634431324d563970626e526c636d35686246396e61575a66596e6c666157516d593351395a772f77535038474a7872785041506136654376732f67697068792e676966222c0a20202020202020202020202022686569676874223a2022323730222c0a202020202020202020202020227769647468223a2022343830220a20202020202020207d2c0a202020202020202022646174655075626c6973686564223a2022222c0a202020202020202022646174654d6f646966696564223a2022323032302d31302d31395432313a35313a35322b30303030222c0a20202020202020200a2020202020202020227075626c6973686572223a207b0a202020202020202020202020224074797065223a20224f7267616e697a6174696f6e222c0a202020202020202020202020226e616d65223a20224749504859222c0a202020202020202020202020226c6f676f223a207b0a20202020202020202020202020202020224074797065223a2022496d6167654f626a656374222c0a202020202020202020202020202020202275726c223a202268747470733a2f2f67697068792e636f6d2f7374617469632f696d672f67697068792d62652d616e696d617465642d6c6f676f2e676966222c0a20202020202020202020202020202020227769647468223a2022333030222c0a2020202020202020202020202020202022686569676874223a2022333030220a2020202020202020202020207d0a2020202020202020,128,0x6517,51115,5000,1036,0x87af,8,74:4c:a1:90:dd:d3,54:14:f3:b5:5a:b8,0x0800
2023-10-12 10:19:06.979231,10.100.90.192,10.100.82.108,UDP,1070,4749463a7d0a2020202020207d0a202020203c2f7363726970743e200a0a2020202020203c7374796c653e626f64797b6261636b67726f756e643a233132313231327d236c6f616465727b77696474683a35303070783b706f736974696f6e3a6162736f6c7574653b746578742d616c69676e3a63656e7465723b6c6566743a63616c6328353025202d203235307078293b746f703a63616c6328353025202d2031307078297d236c6f61646572202e7371756172657b646973706c61793a696e6c696e652d626c6f636b3b6865696768743a313070783b77696474683a313070783b6d617267696e3a313070783b706f736974696f6e3a72656c61746976653b626f782d736861646f773a3020302032307078207267626128302c302c302c2e33293b616e696d6174696f6e3a626f756e6365722063756269632d62657a696572282e3435352c2e30332c2e3531352c2e39353529202e37357320696e66696e69746520616c7465726e6174657d236c6f61646572202e7371756172653a6e74682d6368696c6428356e2b31297b6261636b67726f756e643a233046393b616e696d6174696f6e2d64656c61793a307d236c6f61646572202e7371756172653a6e74682d6368696c6428356e2b32297b6261636b67726f756e643a233043463b616e696d6174696f6e2d64656c61793a63616c63283073202b20282e3173202a203129297d236c6f61646572202e7371756172653a6e74682d6368696c6428356e2b33297b6261636b67726f756e643a233933463b616e696d6174696f6e2d64656c61793a63616c63283073202b20282e3173202a203229297d236c6f61646572202e7371756172653a6e74682d6368696c6428356e2b34297b6261636b67726f756e643a234636363b616e696d6174696f6e2d64656c61793a63616c63283073202b20282e3173202a203329297d236c6f61646572202e7371756172653a6e74682d6368696c6428356e2b35297b6261636b67726f756e643a234646463335433b616e696d6174696f6e2d64656c61793a63616c63283073202b20282e3173202a203429297d406b65796672616d657320626f756e6365727b746f7b7472616e73666f726d3a7363616c6528312e373529207472616e736c61746559282d32307078297d7d0a3c2f7374796c653e0a0a2020202020200a202020200a0a2020202020200a202020200a0a20203c2f686561643e0a20203c626f647920206974656d73636f7065206974656d747970653d22687474703a2f2f736368656d612e6f72672f57656250616765223e0a2020202020203c6469762069643d226c6f61646572223e0a20202020202020203c64697620636c6173733d22737175617265223e3c2f6469763e0a20202020202020203c64697620636c6173733d22737175617265,128,0x6516,51115,5000,1036,0x8847,8,74:4c:a1:90:dd:d3,54:14:f3:b5:5a:b8,0x0800
2023-10-12 10:19:06.980193,10.100.90.192,10.100.82.108,UDP,1070,4749463a223e3c2f6469763e0a20202020202020203c64697620636c6173733d22737175617265223e3c2f6469763e0a20202020202020203c64697620636c6173733d22737175617265223e3c2f6469763e0a20202020202020203c64697620636c6173733d22737175617265223e3c2f6469763e0a2020202020203c2f6469763e0a0a2020202020200a202020203c6469762069643d226d657461646174612d6578616d706c65223e3c2f6469763e0a202020203c6469762069643d226d65737361676573223e0a20202020202020200a202020203c2f6469763e0a0a2020202020200a0a202020200a202020203c7363726970743e0a202020202020202077696e646f772e66624173796e63496e6974203d2066756e6374696f6e2829207b0a20202020202020202020202046422e696e6974287b0a2020202020202020202020202020202061707049642020202020202020202020203a2027343036363535313839343135303630272c0a202020202020202020202020202020206175746f4c6f674170704576656e7473203a20747275652c0a202020202020202020202020202020207866626d6c2020202020202020202020203a20747275652c0a2020202020202020202020202020202076657273696f6e202020202020202020203a20277631312e30270a2020202020202020202020207d293b0a20202020202020207d3b0a202020203c2f7363726970743e0a202020203c736372697074206173796e632064656665722063726f73736f726967696e3d22616e6f6e796d6f757322207372633d2268747470733a2f2f636f6e6e6563742e66616365626f6f6b2e6e65742f656e5f55532f73646b2e6a73223e3c2f7363726970743e0a0a202020200a0a202020200a0a202020200a0a202020203c6469762069643d22636f6e74656e742220636c6173733d22636f6e7461696e65725f3132223e0a20202020202020200a3c6469762069643d22706f7765722d676c6f7665223e3c2f6469763e0a3c64697620636c6173733d226769662d64657461696c2d70616765222069643d2272656163742d746172676574223e3c2f6469763e0a0a0a202020203c2f6469763e0a202020203c646976207374796c653d22636c6561723a626f74683b206d617267696e2d626f74746f6d3a20383070783b223e3c2f6469763e0a0a202020200a0a0a2020202020203c212d2d20414e414c5954494353202d2d3e0a2020202020200a2020202020203c212d2d20454e4420414e414c5954494353202d2d3e0a0a0a202020203c212d2d4449444f4d492d2d3e0a0a202020203c73637269707420747970653d22746578742f6a617661736372697074223e0a202020206665746368282768747470733a2f2f67697068792e636f6d2f6170692f67656f6c6f63,128,0x6515,51115,5000,1036,0x959f,8,74:4c:a1:90:dd:d3,54:14:f3:b5:5a:b8,0x0800
2023-10-12 10:19:06.980193,10.100.90.192,10.100.82.108,UDP,1070,4749463a6174696f6e27290a20202020202020202e7468656e28287265737029203d3e20726573702e6a736f6e2829290a20202020202020202e7468656e2866756e6374696f6e28726573706f6e736529207b0a20202020202020202020202077696e646f772e6469646f6d69436f6e666967203d207b0a202020202020202020202020202020206e6f746963653a207b0a2020202020202020202020202020202020202020636f6e74656e743a207b0a202020202020202020202020202020202020202020206469736d6973733a207b0a202020202020202020202020202020202020202020202020656e3a20274167726565272c0a202020202020202020202020202020202020202020207d2c0a2020202020202020202020202020202020202020202064656e793a207b0a202020202020202020202020202020202020202020202020656e3a20274469736167726565272c0a202020202020202020202020202020202020202020207d2c0a202020202020202020202020202020202020202020206c6561726e4d6f72653a207b0a202020202020202020202020202020202020202020202020656e3a20274d616e61676520436f6f6b696573272c0a202020202020202020202020202020202020202020207d0a20202020202020202020202020202020202020207d0a202020202020202020202020202020207d0a2020202020202020202020207d0a20202020202020202020696628726573706f6e73652e726567696f6e203d3d3d2027434127207c7c20726573706f6e73652e636f6e74696e656e74436f6465203d3d3d2022455522297b0a2020202020202020202020202f2f524547554c415220434f4e53454e542042414e4e45520a20202020202020202020202077696e646f772e676470724170706c696573476c6f62616c6c793d747275653b2866756e6374696f6e28297b66756e6374696f6e20612865297b6966282177696e646f772e6672616d65735b655d297b696628646f63756d656e742e626f64792626646f63756d656e742e626f64792e66697273744368696c64297b76617220743d646f63756d656e742e626f64793b766172206e3d646f63756d656e742e637265617465456c656d656e742822696672616d6522293b6e2e7374796c652e646973706c61793d226e6f6e65223b6e2e6e616d653d653b6e2e7469746c653d653b742e696e736572744265666f7265286e2c742e66697273744368696c64297d0a202020202020202020202020656c73657b73657454696d656f75742866756e6374696f6e28297b612865297d2c35297d7d7d66756e6374696f6e2065286e2c722c6f2c632c73297b66756e6374696f6e206528652c742c6e2c61297b696628747970656f66206e213d3d2266756e6374696f6e22297b726574,128,0x6514,51115,5000,1036,0xb5cf,8,74:4c:a1:90:dd:d3,54:14:f3:b5:5a:b8,0x0800
