SRC IP,Arrival Time,ARP,LLC,EAPOL,IP,ICMP,ICMP6,TCP,UDP,TCP_w_size,HTTP,HTTPS,DHCP,BOOTP,SSDP,DNS,MDNS,NTP,FTP,IP_padding,IP_ralert,Portcl_src,Portcl_dst,Pck_size,Pck_rawdata,Entropy,Flow Volume,Flow Per Second,Flow Duration,Average Flow Rate
192.168.29.8,427.8360176086426,0,0,0,1,0,0,1,0,513,0,0,0,0,0,0,0,0,0,0,0,3,2,106,1,4.600693929735057,120,66,42.50604701042175,2.823127729816373
192.168.29.8,427.83819365501404,0,0,0,1,0,0,1,0,513,0,0,0,0,0,0,0,0,0,0,0,3,2,40,0,0,54,0,42.50822305679321,1.2703424447512937
192.168.29.8,427.84905457496643,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,40,0,0,54,0,42.519083976745605,1.2700179531039169
192.168.29.8,434.84442257881165,0,0,0,1,0,0,1,0,64240,0,0,0,0,0,0,0,0,0,0,0,3,2,52,0,0,66,0,49.51445198059082,1.3329441680152565
192.168.29.8,434.8511366844177,0,0,0,1,0,0,1,0,513,0,0,0,0,0,0,0,0,0,0,0,3,2,40,0,0,54,0,49.5211660861969,1.090442820066216
192.168.29.8,434.8511366844177,0,0,0,1,0,0,1,0,513,0,0,0,0,0,0,0,0,0,0,0,3,2,106,1,4.623960695693993,120,66,49.5211660861969,2.4232062668138132
192.168.29.8,434.8511366844177,0,0,0,1,0,0,1,0,513,0,0,0,0,0,0,0,0,0,0,0,3,2,40,0,0,54,0,49.5211660861969,1.090442820066216
192.168.29.8,434.86652755737305,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,40,0,0,54,0,49.53655695915222,1.0901040224601868
192.168.29.8,441.96012449264526,0,0,0,1,0,0,1,0,64240,0,0,0,0,0,0,0,0,0,0,0,3,2,52,0,0,66,0,56.63015389442444,1.1654568363533633
192.168.29.8,441.9644424915314,0,0,0,1,0,0,1,0,513,0,0,0,0,0,0,0,0,0,0,0,3,2,40,0,0,54,0,56.63447189331055,0.9534828911572897
192.168.29.8,441.964706659317,0,0,0,1,0,0,1,0,513,0,0,0,0,0,0,0,0,0,0,0,3,2,106,1,4.514186263908592,120,66,56.63473606109619,2.1188409860433866
192.168.29.8,441.96530055999756,0,0,0,1,0,0,1,0,513,0,0,0,0,0,0,0,0,0,0,0,3,2,40,0,0,54,0,56.63532996177673,0.9534684451639053
192.168.29.8,441.9800865650177,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,40,0,0,54,0,56.650115966796875,0.9532195844338583
192.168.29.8,449.02703166007996,0,0,0,1,0,0,1,0,64240,0,0,0,0,0,0,0,0,0,0,0,3,2,52,0,0,66,0,3.697061061859131,17.852017831377328
192.168.29.8,449.03296971321106,0,0,0,1,0,0,1,0,513,0,0,0,0,0,0,0,0,0,0,0,3,2,40,0,0,54,0,3.7029991149902344,14.58277421169257
192.168.29.8,449.03319549560547,0,0,0,1,0,0,1,0,513,0,0,0,0,0,0,0,0,0,0,0,3,2,105,1,4.53705492927485,119,65,3.7032248973846436,32.13415422974777
192.168.29.8,449.03372859954834,0,0,0,1,0,0,1,0,513,0,0,0,0,0,0,0,0,0,0,0,3,2,40,0,0,54,0,3.7037580013275146,14.579786255107683
192.168.29.8,449.04596066474915,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,40,0,0,54,0,3.7159900665283203,14.53179342065619
192.168.29.8,456.0365755558014,0,0,0,1,0,0,1,0,64240,0,0,0,0,0,0,0,0,0,0,0,3,2,52,0,0,66,0,10.706604957580566,6.164419090971523
192.168.29.8,456.0410656929016,0,0,0,1,0,0,1,0,256,0,0,0,0,0,0,0,0,0,0,0,3,2,40,0,0,54,0,10.711095094680786,5.041501314540361
192.168.29.8,456.04223370552063,0,0,0,1,0,0,1,0,256,0,0,0,0,0,0,0,0,0,0,0,3,2,106,1,4.605095354817682,120,66,10.712263107299805,11.202114697708158
192.168.29.8,456.04288053512573,0,0,0,1,0,0,1,0,256,0,0,0,0,0,0,0,0,0,0,0,3,2,40,0,0,54,0,10.712909936904907,5.040647248790488
192.168.29.8,456.05429553985596,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,40,0,0,54,0,10.724324941635132,5.035281968224906
