SRC IP,Arrival Time,ARP,LLC,EAPOL,IP,ICMP,ICMP6,TCP,UDP,TCP_w_size,HTTP,HTTPS,DHCP,BOOTP,SSDP,DNS,MDNS,NTP,IP_padding,IP_ralert,Portcl_src,Portcl_dst,Pck_size,Pck_rawdata,Entropy,Flow Volume,Flow Per Second,Flow Duration,Average Flow Rate
192.168.29.8,61.239360094070435,0,0,0,1,0,0,1,0,256,0,0,0,0,0,0,0,0,0,0,3,2,40,0,0,54,0,31.89686107635498,1.6929565536475308
192.168.29.8,61.25082612037659,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,40,0,0,54,0,31.908327102661133,1.692348201968145
192.168.29.8,67.277174949646,0,0,0,1,0,0,1,0,64240,0,0,0,0,0,0,0,0,0,0,3,2,52,0,0,66,0,37.93467593193054,1.739832972830175
192.168.29.8,67.28327298164368,0,0,0,1,0,0,1,0,513,0,0,0,0,0,0,0,0,0,0,3,2,40,0,0,54,0,37.94077396392822,1.4232709130114192
192.168.29.8,67.28327298164368,0,0,0,1,0,0,1,0,513,0,0,0,0,0,0,0,0,0,0,3,2,54,1,3.09306920777189,68,14,37.94077396392822,1.7922670756440093
192.168.29.8,67.28369307518005,0,0,0,1,0,0,1,0,513,0,0,0,0,0,0,0,0,0,0,3,2,40,0,0,54,0,37.9411940574646,1.4232551542319203
192.168.29.8,67.29522204399109,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,40,0,0,54,0,37.952723026275635,1.4228228093835171
192.168.29.8,73.3081750869751,0,0,0,1,0,0,1,0,64240,0,0,0,0,0,0,0,0,0,0,3,2,52,0,0,66,0,43.965676069259644,1.5011710475241966
192.168.29.8,73.31555509567261,0,0,0,1,0,0,1,0,256,0,0,0,0,0,0,0,0,0,0,3,2,40,0,0,54,0,43.97305607795715,1.2280247227817573
192.168.29.8,73.31729698181152,0,0,0,1,0,0,1,0,256,0,0,0,0,0,0,0,0,0,0,3,2,54,1,3.09306920777189,68,14,43.97479796409607,1.5463402482376314
192.168.29.8,73.31729698181152,0,0,0,1,0,0,1,0,256,0,0,0,0,0,0,0,0,0,0,3,2,40,0,0,54,0,43.97479796409607,1.227976079482825
192.168.29.8,73.32683491706848,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,40,0,0,54,0,43.98433589935303,1.2277097947679663
192.168.29.8,79.36065101623535,0,0,0,1,0,0,1,0,64240,0,0,0,0,0,0,0,0,0,0,3,2,52,0,0,66,0,50.0181519985199,1.3195209611493248
192.168.29.8,79.36501407623291,0,0,0,1,0,0,1,0,513,0,0,0,0,0,0,0,0,0,0,3,2,40,0,0,54,0,50.022515058517456,1.0795138936302902
192.168.29.8,79.36552000045776,0,0,0,1,0,0,1,0,513,0,0,0,0,0,0,0,0,0,0,3,2,48,1,2.75,62,8,50.02302098274231,1.2394293423699798
192.168.29.8,79.36614608764648,0,0,0,1,0,0,1,0,513,0,0,0,0,0,0,0,0,0,0,3,2,40,0,0,54,0,50.02364706993103,1.0794894647427484
192.168.29.8,79.37439513206482,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,40,0,0,54,0,50.031896114349365,1.079311483150297
192.168.29.8,85.40162992477417,0,0,0,1,0,0,1,0,64240,0,0,0,0,0,0,0,0,0,0,3,2,52,0,0,66,0,56.059130907058716,1.1773282769835016
192.168.29.8,85.4084460735321,0,0,0,1,0,0,1,0,256,0,0,0,0,0,0,0,0,0,0,3,2,40,0,0,54,0,56.06594705581665,0.9631514820616534
192.168.29.8,85.40983891487122,0,0,0,1,0,0,1,0,256,0,0,0,0,0,0,0,0,0,0,3,2,54,1,3.09306920777189,68,14,56.06733989715576,1.2128272916948137
192.168.29.8,85.41021990776062,0,0,0,1,0,0,1,0,256,0,0,0,0,0,0,0,0,0,0,3,2,40,0,0,54,0,56.067720890045166,0.963121010499068
192.168.29.8,85.44521403312683,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,40,0,0,54,0,56.10271501541138,0.9625202627923842
192.168.29.8,91.44441294670105,0,0,0,1,0,0,1,0,64240,0,0,0,0,0,0,0,0,0,0,3,2,52,0,0,66,0,2.1019139289855957,31.39995367548292
192.168.29.8,91.45243906974792,0,0,0,1,0,0,1,0,513,0,0,0,0,0,0,0,0,0,0,3,2,40,0,0,54,0,2.1099400520324707,25.593144197619587
192.168.29.8,91.45300197601318,0,0,0,1,0,0,1,0,513,0,0,0,0,0,0,0,0,0,0,3,2,48,1,2.75,62,8,2.1105029582977295,29.37688372159753
